"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070571","GO:0070571","negative regulation of neuron projection regeneration","5/497","21/25730",0.238095238095238,12.3263389862987,7.28721888799112,4.15202179405348e-05,0.000840256111700988,0.000543656755329675,"Thy1/Neo1/Epha4/Rgma/Lrig2",5
"GO:0032640","GO:0032640","tumor necrosis factor production","14/497","202/25730",0.0693069306930693,3.58806303165528,5.18259584352156,4.18813394969424e-05,0.000840256111700988,0.000543656755329675,"Clu/Wnt5a/Gdnf/Bcl3/Ptprj/Slamf1/Gstp2/Lpl/Sirpa/Mapkapk2/Tnfrsf8/Fzd5/Chrna7/Thbs1",14
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","14/497","202/25730",0.0693069306930693,3.58806303165528,5.18259584352156,4.18813394969424e-05,0.000840256111700988,0.000543656755329675,"Clu/Wnt5a/Gdnf/Bcl3/Ptprj/Slamf1/Gstp2/Lpl/Sirpa/Mapkapk2/Tnfrsf8/Fzd5/Chrna7/Thbs1",14
"GO:0007422","GO:0007422","peripheral nervous system development","9/497","86/25730",0.104651162790698,5.41785597304759,5.75934505451554,4.28813741477336e-05,0.000856478874718572,0.000554153096364038,"Dmd/Ntf3/Pmp22/Gdnf/Onecut2/Ndrg1/Pou3f2/Ntrk2/Ntrk3",9
"GO:1903522","GO:1903522","regulation of blood circulation","17/497","286/25730",0.0594405594405594,3.07727483783822,4.95780553067844,4.6720715229315e-05,0.000929015466382023,0.000601085225172474,"Dmd/Kcnn2/Chrm3/Ryr2/Ehd3/Scn5a/Kcnq1/Gnao1/Hrh1/Pkp2/Ptger3/Asic2/Slc9a1/Adra1a/Epas1/Myh7/Chrna7",17
"GO:1901655","GO:1901655","cellular response to ketone","12/497","154/25730",0.0779220779220779,4.03407457733413,5.29999554195709,4.74574997736033e-05,0.000939490504367704,0.000607862712517042,"Axin2/Sfrp1/Bmp4/Gdnf/Prkce/Adcy6/Ptger3/Tnfsf4/Adcy8/Klf9/Mmp14/Cftr",12
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","14/497","205/25730",0.0682926829268293,3.53555479216764,5.11531354426547,4.9190699630988e-05,0.000965259605916843,0.000624535660134889,"Clu/Wnt5a/Gdnf/Bcl3/Ptprj/Slamf1/Gstp2/Lpl/Sirpa/Mapkapk2/Tnfrsf8/Fzd5/Chrna7/Thbs1",14
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","14/497","205/25730",0.0682926829268293,3.53555479216764,5.11531354426547,4.9190699630988e-05,0.000965259605916843,0.000624535660134889,"Clu/Wnt5a/Gdnf/Bcl3/Ptprj/Slamf1/Gstp2/Lpl/Sirpa/Mapkapk2/Tnfrsf8/Fzd5/Chrna7/Thbs1",14
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","6/497","35/25730",0.171428571428571,8.8749640701351,6.54279775734043,5.08332716168911e-05,0.000993135621021707,0.000642571808533443,"Wnt5a/Spry4/Sulf2/Fgfbp3/Gata3/Thbs1",6
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","18/497","317/25730",0.056782334384858,2.93965686865674,4.87676440606448,5.11531773144792e-05,0.000995040501326,0.000643804291143331,"Wwtr1/Axin2/Sfrp1/Wnt5a/Egr1/Draxin/Snai2/Sulf2/Dlx5/Sema5a/Kank1/Rspo3/Lrrk1/Gata3/Lmx1a/Ror2/Wnt7a/Fzd5",18
"GO:0051965","GO:0051965","positive regulation of synapse assembly","9/497","88/25730",0.102272727272727,5.29472288275105,5.6637716897482,5.14963590054969e-05,0.000997379697794775,0.00064531778202377,"Nlgn1/Lrrn1/Grid2/Lrtm2/Ntrk2/Asic2/Ntrk3/Cbln1/Wnt7a",9
"GO:0007379","GO:0007379","segment specification","5/497","22/25730",0.227272727272727,11.7660508505579,7.08987903638622,5.28817249437062e-05,0.00101541990299632,0.000656990032054177,"Irx2/Irx1/Osr1/Bmp4/Mafb",5
"GO:0032026","GO:0032026","response to magnesium ion","5/497","22/25730",0.227272727272727,11.7660508505579,7.08987903638622,5.28817249437062e-05,0.00101541990299632,0.000656990032054177,"Ryr2/Kcna1/Entpd6/Ank3/Thbs1",5
"GO:0030901","GO:0030901","midbrain development","7/497","51/25730",0.137254901960784,7.10577188621928,6.12550379521464,5.33924819256999e-05,0.00102084600057941,0.000660500788554542,"Msx1/Sfrp1/Wnt5a/Foxb1/En2/En1/Lmx1a",7
"GO:0007369","GO:0007369","gastrulation","14/497","207/25730",0.0676328502415459,3.50139484248486,5.07115361721152,5.46620713354701e-05,0.0010406727964038,0.000673328986215197,"Bmpr1a/Osr1/Sfrp1/Bmp4/Wnt5a/Epha2/Itga3/Col8a1/Ext2/Tenm4/Col11a1/Mmp14/Osr2/Itgb3",14
"GO:0060541","GO:0060541","respiratory system development","17/497","290/25730",0.0586206896551724,3.03482966766114,4.89073025718078,5.55162894280141e-05,0.00105245711398701,0.000680953594679031,"Bmpr1a/Msx1/Pgr/Bmp4/Wnt5a/Lox/Nkx2-9/Itga3/Dlx5/Nkx2-1/Tgfb3/Phox2b/Eva1a/Epas1/Mmp14/Cftr/Ccbe1",17
"GO:0007589","GO:0007589","body fluid secretion","11/497","133/25730",0.0827067669172932,4.28178091103009,5.3253244760631,5.67774025799851e-05,0.0010718232031344,0.000693483709060444,"Chrm3/Xdh/Foxb1/Hk2/Prkce/Erbb4/Ptger3/Kalrn/Slc6a3/Aqp4/Vdr",11
"GO:0031099","GO:0031099","regeneration","15/497","235/25730",0.0638297872340425,3.30450789845456,4.98069362431756,5.80577235539691e-05,0.00109138762680865,0.000706142148489231,"Dmd/Itpr1/Ezh1/Thy1/Erbb4/Sulf2/Neo1/Ntrk3/Map1b/Pdx1/Abcb1b/Epha4/Rgma/Lrig2/Wnt7a",15
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","10/497","111/25730",0.0900900900900901,4.6640201569779,5.42929526403733,5.96549354321718e-05,0.00111206742134807,0.00071952224753716,"Bmpr1a/Sema6d/Pgr/Egr1/Gstp2/Fat1/Ptk2/Adamts1/Rapgef4/Itgb3",10
"GO:0097120","GO:0097120","receptor localization to synapse","10/497","111/25730",0.0900900900900901,4.6640201569779,5.42929526403733,5.96549354321718e-05,0.00111206742134807,0.00071952224753716,"Nlgn1/Magi2/Nrxn3/Stx7/Erbb4/Kalrn/Lhfpl4/Lrrc7/Rapgef4/Itgb3",10
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","6/497","36/25730",0.166666666666667,8.62843729040912,6.42800454191927,6.00114529765572e-05,0.00111407153783036,0.000720818937259368,"Msx1/Osr1/Mecom/En1/Osr2/Wnt7a",6
"GO:0021772","GO:0021772","olfactory bulb development","7/497","52/25730",0.134615384615385,6.96912242686891,6.04695539309889,6.06810562920458e-05,0.00112170176577791,0.000725755795094288,"Wnt5a/Id2/Erbb4/Dlx5/Sall1/Sall3/Fezf1",7
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","12/497","158/25730",0.0759493670886076,3.93194610702188,5.18808858292298,6.09239001081878e-05,0.00112170176577791,0.000725755795094288,"Rora/Gpr183/Rorc/Bcl3/Tnfsf4/Zbtb16/Pax1/Il27/Gata3/Runx1/Nfkbiz/Psap",12
"GO:0010959","GO:0010959","regulation of metal ion transport","21/497","413/25730",0.0508474576271186,2.63240459707397,4.69355507332053,6.22077370234626e-05,0.00114064514525808,0.000738012410761527,"Dmd/Kcnn2/Wwp2/Ryr2/Osr1/Itpr1/Bmp4/Scn5a/Thy1/F2rl3/Kcnq1/Calml3/Gnao1/Prkce/Ptger3/Stc2/Ano6/Ank3/Adcyap1/Vdr/Itgb3",21
"GO:0150115","GO:0150115","cell-substrate junction organization","10/497","112/25730",0.0892857142857143,4.62237711986203,5.39181852742445,6.43908920080377e-05,0.00117309130253505,0.000759005501252002,"Col16a1/Ptprk/Thy1/Ptprj/Arf6/Ptk2/Mmp14/Limch1/Bcr/Itgb3",10
"GO:0003015","GO:0003015","heart process","16/497","265/25730",0.060377358490566,3.1257735089784,4.88172478088434,6.45016675063974e-05,0.00117309130253505,0.000759005501252002,"Dmd/Kcnn2/Chrm3/Wwtr1/Ryr2/Ehd3/Scn5a/Kcnq1/Gnao1/Pkp2/Ext2/Slc9a1/Adra1a/Epas1/Myh7/Chrna7",16
"GO:0048709","GO:0048709","oligodendrocyte differentiation","11/497","135/25730",0.0814814814814815,4.21834711975557,5.26171602014164,6.50598454949725e-05,0.00117425752851776,0.000759760064801036,"Sox1/Clu/Bmp4/Aspa/Id2/Ntrk2/Ptprj/Id4/Tenm4/Nkx2-1/Nkx6-2",11
"GO:0030198","GO:0030198","extracellular matrix organization","18/497","323/25730",0.0557275541795666,2.8850502395176,4.78467783270322,6.50907168244088e-05,0.00117425752851776,0.000759760064801036,"Adamts9/Axin2/Pmp22/Npnt/Matn4/Bcl3/Olfml2a/Myo1e/Lox/Sulf2/Sema5a/Mkx/Col11a1/Antxr1/Ptk2/Adamts1/Mmp14/Itgb3",18
"GO:0071379","GO:0071379","cellular response to prostaglandin stimulus","5/497","23/25730",0.217391304347826,11.2544834222728,6.90489709458416,6.65022553731085e-05,0.00118067893071146,0.000763914796474722,"Sfrp1/Prkce/Adcy6/Ptger3/Tnfsf4",5
"GO:0072079","GO:0072079","nephron tubule formation","5/497","23/25730",0.217391304347826,11.2544834222728,6.90489709458416,6.65022553731085e-05,0.00118067893071146,0.000763914796474722,"Irx2/Irx1/Osr1/Gdnf/Gata3",5
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","5/497","23/25730",0.217391304347826,11.2544834222728,6.90489709458416,6.65022553731085e-05,0.00118067893071146,0.000763914796474722,"Osr1/Bmp4/Egr1/Gata3/Itgb3",5
"GO:0072202","GO:0072202","cell differentiation involved in metanephros development","5/497","23/25730",0.217391304347826,11.2544834222728,6.90489709458416,6.65022553731085e-05,0.00118067893071146,0.000763914796474722,"Wwtr1/Osr1/Gdnf/Pou3f3/Sall1",5
"GO:0070231","GO:0070231","T cell apoptotic process","8/497","71/25730",0.112676056338028,5.83330971745969,5.72346643834029,6.70858254460029e-05,0.00118633194879611,0.000767572373524061,"Bmp4/Wnt5a/Rorc/Bcl3/Tnfsf4/Pdcd1/St3gal1/Efna1",8
"GO:0045229","GO:0045229","external encapsulating structure organization","18/497","324/25730",0.0555555555555556,2.87614576346971,4.76953608888708,6.77145086864659e-05,0.00119273508607578,0.000771715287558148,"Adamts9/Axin2/Pmp22/Npnt/Matn4/Bcl3/Olfml2a/Myo1e/Lox/Sulf2/Sema5a/Mkx/Col11a1/Antxr1/Ptk2/Adamts1/Mmp14/Itgb3",18
"GO:0001657","GO:0001657","ureteric bud development","10/497","113/25730",0.0884955752212389,4.58147112765086,5.35478139787819,6.94427723861794e-05,0.00121838024963046,0.000788308045663543,"Tacstd2/Osr1/Npnt/Sfrp1/Bmp4/Rarb/Gdnf/Sall1/Gata3/Pbx1",10
"GO:0043062","GO:0043062","extracellular structure organization","18/497","325/25730",0.0553846153846154,2.86729608419749,4.75445204530294,7.04313841735132e-05,0.00123089848746991,0.000796407510185696,"Adamts9/Axin2/Pmp22/Npnt/Matn4/Bcl3/Olfml2a/Myo1e/Lox/Sulf2/Sema5a/Mkx/Col11a1/Antxr1/Ptk2/Adamts1/Mmp14/Itgb3",18
"GO:0008016","GO:0008016","regulation of heart contraction","14/497","212/25730",0.0660377358490566,3.41881477544512,4.96309320054252,7.07263576121997e-05,0.00123124406208942,0.000796631101509519,"Dmd/Kcnn2/Chrm3/Ryr2/Ehd3/Scn5a/Kcnq1/Gnao1/Pkp2/Slc9a1/Adra1a/Epas1/Myh7/Chrna7",14
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","13/497","186/25730",0.0698924731182796,3.61837692823608,5.02978462373438,7.17350510399328e-05,0.00124396363702581,0.000804860833781376,"Aldh1a1/Mib1/Irx2/Irx1/Osr1/Sfrp1/Bmp4/Wnt5a/Gdnf/Sall1/Gata3/Pdx1/Rgma",13
"GO:0007162","GO:0007162","negative regulation of cell adhesion","18/497","327/25730",0.055045871559633,2.84975910508925,4.72445536145608,7.61557390319772e-05,0.00131552423331686,0.00085116148074756,"Tacstd2/Podxl/Bmp4/Spry4/Pla2g5/Snai2/Sema6a/Sema5a/Tnfsf4/Kank1/Jam2/Pdcd1/Tbcd/Ptk2/Mmp14/Epha4/Runx1/Thbs1",18
"GO:0021761","GO:0021761","limbic system development","11/497","138/25730",0.0797101449275362,4.12664392150001,5.16857780156045,7.94170090341898e-05,0.00136497168428373,0.000883154631856632,"Kcna1/Foxb1/Alk/Pou3f2/Fezf2/Id4/Nkx2-1/Lmx1a/Lhx5/Sox3/Kirrel3",11
"GO:0033273","GO:0033273","response to vitamin","9/497","93/25730",0.0967741935483871,5.01006036217304,5.43705825884859,7.96284330795826e-05,0.00136497168428373,0.000883154631856632,"Sfrp1/Snai2/Stc2/Cyp24a1/Vdr/Map1b/Pdx1/Cyp26b1/Nfkbiz",9
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","8/497","73/25730",0.10958904109589,5.67349301287175,5.61184018609521,8.19558119071326e-05,0.00139950497126913,0.000905498122718419,"Sema6d/Pgr/Egr1/Fat1/Ptk2/Adamts1/Rapgef4/Itgb3",8
"GO:1905244","GO:1905244","regulation of modification of synaptic structure","6/497","38/25730",0.157894736842105,8.17430901196654,6.21123733664026,8.23237183766224e-05,0.00140044226622437,0.000906104564881775,"Myo5b/Kalrn/Phactr1/Ank3/Ptk2/Epha4",6
"GO:0021889","GO:0021889","olfactory bulb interneuron differentiation","5/497","24/25730",0.208333333333333,10.7855466130114,6.73098562841461,8.26747058829634e-05,0.00140108573530446,0.000906520897839511,"Wnt5a/Erbb4/Dlx5/Sall1/Sall3",5
"GO:0008585","GO:0008585","female gonad development","11/497","139/25730",0.079136690647482,4.09695583573383,5.13811698216489,8.47687552657665e-05,0.00143115249456241,0.000925974486517807,"Pgr/Sfrp1/Bmp4/Nupr1/Nr2f2/Nr5a2/Adcyap1/Adamts1/Abcb1b/Mmp14/Runx1",11
"GO:0022612","GO:0022612","gland morphogenesis","12/497","164/25730",0.0731707317073171,3.78809442017961,5.02693434389902,8.7269026744838e-05,0.00146782566036243,0.000949702507116361,"Itpr1/Pgr/Sfrp1/Bmp4/Wnt5a/Epha2/Nrg3/Snai2/Sulf2/Id4/Tgfb3/Vdr",12
"GO:0043085","GO:0043085","positive regulation of catalytic activity","12/497","165/25730",0.0727272727272727,3.76513627217853,5.00081532465402,9.24980197305947e-05,0.00153230716490818,0.000991422888619039,"Dennd1b/Thy1/Epha2/Ralgapa2/Adcy8/Rgs6/Adcyap1/Bcas3/Snx18/Dock9/Bcr/Card10",12
"GO:0001649","GO:0001649","osteoblast differentiation","15/497","245/25730",0.0612244897959184,3.16963002504825,4.7888541417137,9.27937010729154e-05,0.00153230716490818,0.000991422888619039,"Rorb/Wwtr1/Bmpr1a/Axin2/Npnt/Sfrp1/Bmp4/Lox/Id2/Epha2/Snai2/Dlx5/Id4/Ptk2/Cyp24a1",15
"GO:0046879","GO:0046879","hormone secretion","21/497","425/25730",0.0494117647058823,2.55807787903894,4.54554184255693,9.31481036549694e-05,0.00153230716490818,0.000991422888619039,"Chrm3/Itpr1/Kcnq1/Gnao1/Arhgef7/Prkce/Ptger3/Kalrn/Stxbp5l/Adcy8/Adcyap1/Gata3/Rab11fip1/Vdr/Pdx1/Abcb1b/Pclo/Rapgef4/Vsnl1/Stxbp4/Runx1",21
"GO:0002027","GO:0002027","regulation of heart rate","10/497","117/25730",0.0854700854700855,4.42483963610724,5.2108449537038,9.31576997887854e-05,0.00153230716490818,0.000991422888619039,"Dmd/Chrm3/Ryr2/Scn5a/Kcnq1/Pkp2/Adra1a/Epas1/Myh7/Chrna7",10
"GO:0072163","GO:0072163","mesonephric epithelium development","10/497","117/25730",0.0854700854700855,4.42483963610724,5.2108449537038,9.31576997887854e-05,0.00153230716490818,0.000991422888619039,"Tacstd2/Osr1/Npnt/Sfrp1/Bmp4/Rarb/Gdnf/Sall1/Gata3/Pbx1",10
"GO:0072164","GO:0072164","mesonephric tubule development","10/497","117/25730",0.0854700854700855,4.42483963610724,5.2108449537038,9.31576997887854e-05,0.00153230716490818,0.000991422888619039,"Tacstd2/Osr1/Npnt/Sfrp1/Bmp4/Rarb/Gdnf/Sall1/Gata3/Pbx1",10
"GO:0048384","GO:0048384","retinoic acid receptor signaling pathway","6/497","39/25730",0.153846153846154,7.96471134499304,6.1087186689912,9.57167660720054e-05,0.00156290807082537,0.00101122207721097,"Rarb/Esrrg/Dhrs3/Klf9/Vdr/Cyp26b1",6
"GO:0090183","GO:0090183","regulation of kidney development","6/497","39/25730",0.153846153846154,7.96471134499304,6.1087186689912,9.57167660720054e-05,0.00156290807082537,0.00101122207721097,"Tacstd2/Osr1/Bmp4/Gdnf/Sall1/Gata3",6
"GO:0099084","GO:0099084","postsynaptic specialization organization","8/497","75/25730",0.106666666666667,5.52219986586184,5.5042680970487,9.94598175750313e-05,0.00159876104923288,0.00103441942577945,"Nlgn1/Wnt5a/Grid2/Nrxn3/Arf6/Ntrk3/Cbln1/Itgb3",8
"GO:0032602","GO:0032602","chemokine production","10/497","118/25730",0.0847457627118644,4.38734099512328,5.17587023172065,0.000100056281672587,0.00159876104923288,0.00103441942577945,"Wnt5a/Epha2/Egr1/Snai2/Gstp2/Lpl/Tnfsf4/Sirpa/Adcyap1/Tslp",10
"GO:0032642","GO:0032642","regulation of chemokine production","10/497","118/25730",0.0847457627118644,4.38734099512328,5.17587023172065,0.000100056281672587,0.00159876104923288,0.00103441942577945,"Wnt5a/Epha2/Egr1/Snai2/Gstp2/Lpl/Tnfsf4/Sirpa/Adcyap1/Tslp",10
"GO:0035418","GO:0035418","protein localization to synapse","10/497","118/25730",0.0847457627118644,4.38734099512328,5.17587023172065,0.000100056281672587,0.00159876104923288,0.00103441942577945,"Nlgn1/Magi2/Nrxn3/Erbb4/Kalrn/Lhfpl4/Asic2/Lrrc7/Pclo/Rapgef4",10
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","10/497","118/25730",0.0847457627118644,4.38734099512328,5.17587023172065,0.000100056281672587,0.00159876104923288,0.00103441942577945,"Rora/Gpr183/Rorc/Bcl3/Tnfsf4/Pax1/Il27/Gata3/Runx1/Nfkbiz",10
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","14/497","219/25730",0.0639269406392694,3.30953759084185,4.81713209221108,0.000100056569911758,0.00159876104923288,0.00103441942577945,"Npnt/Bmp4/Gpr183/Pla2g5/Erbb4/Slamf1/Tnfrsf11a/Fgfbp3/Sema7a/Adcyap1/Dcc/Adra1a/Chrna7/Itgb3",14
"GO:0002088","GO:0002088","lens development in camera-type eye","9/497","96/25730",0.09375,4.85349597585513,5.30869213664066,0.000102006285286849,0.00162411430737852,0.00105082331724606,"Sox1/Adamts9/Bmp4/Epha2/Cryaa/Fat1/Ntrk3/Gata3/Six3",9
"GO:0046545","GO:0046545","development of primary female sexual characteristics","11/497","142/25730",0.0774647887323944,4.01040043075353,5.04841993073455,0.000102713011574439,0.0016295674247661,0.00105435155591529,"Pgr/Sfrp1/Bmp4/Nupr1/Nr2f2/Nr5a2/Adcyap1/Adamts1/Abcb1b/Mmp14/Runx1",11
"GO:0014706","GO:0014706","striated muscle tissue development","23/497","494/25730",0.0465587044534413,2.41037317019526,4.44214219908036,0.000106953215024863,0.00169084340643546,0.00109399792195787,"Dmd/Ryr2/Bmpr1a/Pmp22/Bmp4/Rarb/Nupr1/Lox/Id2/Egr1/Nr2f2/Pkp2/Erbb4/Tbx20/Ncam1/Tenm4/Col11a1/Phox2b/Slc9a1/Adra1a/Cyp26b1/Ankrd33/Myh7",23
"GO:0045185","GO:0045185","maintenance of protein location","8/497","76/25730",0.105263157894737,5.44953934131102,5.45192039492868,0.000109307935099661,0.00171289963393981,0.00110826859123696,"Pgr/Hk2/Pkp2/Adcy6/Ank3/Taf3/Insig1/Vps13d",8
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","8/497","76/25730",0.105263157894737,5.44953934131102,5.45192039492868,0.000109307935099661,0.00171289963393981,0.00110826859123696,"Tacstd2/Sfrp1/Bmp4/Wnt5a/Gdnf/Snai2/Sall1/Gata3",8
"GO:0072175","GO:0072175","epithelial tube formation","12/497","168/25730",0.0714285714285714,3.69790169588962,4.92366561591782,0.000109833294155621,0.00171289963393981,0.00110826859123696,"Mib1/Irx2/Podxl/Irx1/Osr1/Sfrp1/Bmp4/Wnt5a/Gdnf/Sall1/Gata3/Rgma",12
"GO:0007254","GO:0007254","JNK cascade","13/497","194/25730",0.0670103092783505,3.46916550851501,4.84484442586701,0.000109879793236639,0.00171289963393981,0.00110826859123696,"Wnt5a/Irak4/Slamf1/Tnfrsf11a/Gstp2/Mecom/Sirpa/Pdcd4/Ptk2/Epha4/Ror2/Phlpp1/Wnt7a",13
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","6/497","40/25730",0.15,7.76559356136821,6.00978661089932,0.000110785773157369,0.00172102621217385,0.00111352659423525,"Clu/Ntrk2/Rtn2/Efna1/Epha4/Chrna7",6
"GO:0001666","GO:0001666","response to hypoxia","18/497","337/25730",0.0534124629080119,2.7651965203685,4.57779363301463,0.000111393092241471,0.00172447299200118,0.00111575670611563,"Ryr2/Itpr1/Sfrp1/Rora/Pdlim1/Ece1/Hk2/Egr1/Ndrg1/Prkce/Cryaa/Stc2/Cpeb1/Tgfb3/Slc9a1/Epas1/Mmp14/Epha4",18
"GO:0031644","GO:0031644","regulation of nervous system process","12/497","169/25730",0.0710059171597633,3.67602062076602,4.89834186162247,0.000116199550818918,0.00179267858746152,0.00115988662341933,"Nlgn1/Ntrk2/Erbb4/Ctsc/Fgfbp3/Jam2/Tenm4/Cbln1/Pclo/Rapgef4/Wnt7a/Chrna7",12
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","19/497","369/25730",0.0514905149051491,2.66569607345973,4.52304555670152,0.000116993594533204,0.00179872626096754,0.0011637995477168,"Sfrp1/Bmp4/Rorc/Id2/Tnfrsf11a/Tnfsf4/Zbtb16/Tjp2/Il27/Gata3/Car2/Mmp14/Mafb/Ror2/Runx1/Cyp26b1/Cd28/Nfkbiz/Itgb3",19
"GO:0072178","GO:0072178","nephric duct morphogenesis","4/497","14/25730",0.285714285714286,14.7916067835585,7.24406568615193,0.000118042771175516,0.00180864163780568,0.00117021492693825,"Osr1/Bmp4/Gata3/Epha4",4
"GO:0009306","GO:0009306","protein secretion","22/497","465/25730",0.0473118279569892,2.44936284372904,4.42638466474329,0.000119589311321737,0.00181914924800519,0.00117701348893355,"Chrm3/Itpr1/Kcnq1/Gnao1/Prkce/Ptger3/Arf6/Stxbp5l/Adcy8/Prf1/Neo1/Adcyap1/Cbln1/Tgfb3/Rab11fip1/Pdx1/Pclo/Rapgef4/Vsnl1/Stxbp4/Tmem167/Psap",22
"GO:0001756","GO:0001756","somitogenesis","8/497","77/25730",0.103896103896104,5.37876610311218,5.40049083614069,0.000119948374644956,0.00181914924800519,0.00117701348893355,"Mib1/Bmpr1a/Axin2/Sfrp1/Wnt5a/Foxb1/Pax1/Ror2",8
"GO:0098900","GO:0098900","regulation of action potential","8/497","77/25730",0.103896103896104,5.37876610311218,5.40049083614069,0.000119948374644956,0.00181914924800519,0.00117701348893355,"Ryr2/Scn5a/Pkp2/Hcn1/Ank3/Slc9a1/Adra1a/Rapgef4",8
"GO:0048713","GO:0048713","regulation of oligodendrocyte differentiation","7/497","58/25730",0.120689655172414,6.24817872753764,5.61562327425757,0.000123446513597964,0.00185450704965374,0.00119989045162642,"Sox1/Bmp4/Aspa/Id2/Id4/Tenm4/Nkx6-2",7
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","7/497","58/25730",0.120689655172414,6.24817872753764,5.61562327425757,0.000123446513597964,0.00185450704965374,0.00119989045162642,"Bmp4/Rorc/Bcl3/Tnfsf4/Pdcd1/St3gal1/Efna1",7
"GO:0007413","GO:0007413","axonal fasciculation","5/497","26/25730",0.192307692307692,9.95588918124129,6.41209920249199,0.000123937775557994,0.00185450704965374,0.00119989045162642,"Wnt5a/Fezf2/Sema5a/Ncam1/Epha4",5
"GO:0106030","GO:0106030","neuron projection fasciculation","5/497","26/25730",0.192307692307692,9.95588918124129,6.41209920249199,0.000123937775557994,0.00185450704965374,0.00119989045162642,"Wnt5a/Fezf2/Sema5a/Ncam1/Epha4",5
"GO:0001709","GO:0001709","cell fate determination","6/497","41/25730",0.146341463414634,7.57618884035923,5.91422453778999,0.000127678345455387,0.00189778377929369,0.00122789106487957,"Ntf3/Bmp4/Fezf2/Gata3/Cyp26b1/Wnt7a",6
"GO:0031128","GO:0031128","developmental induction","6/497","41/25730",0.146341463414634,7.57618884035923,5.91422453778999,0.000127678345455387,0.00189778377929369,0.00122789106487957,"Bmp4/Gdnf/Sall1/Nkx2-1/Six3/Fzd5",6
"GO:0009914","GO:0009914","hormone transport","21/497","435/25730",0.0482758620689655,2.49927149101506,4.42601389965862,0.000128666450504134,0.00190481405135648,0.00123243974336642,"Chrm3/Itpr1/Kcnq1/Gnao1/Arhgef7/Prkce/Ptger3/Kalrn/Stxbp5l/Adcy8/Adcyap1/Gata3/Rab11fip1/Vdr/Pdx1/Abcb1b/Pclo/Rapgef4/Vsnl1/Stxbp4/Runx1",21
"GO:0032611","GO:0032611","interleukin-1 beta production","9/497","99/25730",0.0909090909090909,4.70642034022316,5.18554845212371,0.000129428581048808,0.00190481405135648,0.00123243974336642,"Wnt5a/Gdnf/Egr1/Gstp2/Lpl/Sirpa/Aqp4/Fzd5/Chrna7",9
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","9/497","99/25730",0.0909090909090909,4.70642034022316,5.18554845212371,0.000129428581048808,0.00190481405135648,0.00123243974336642,"Wnt5a/Gdnf/Egr1/Gstp2/Lpl/Sirpa/Aqp4/Fzd5/Chrna7",9
"GO:0046660","GO:0046660","female sex differentiation","12/497","171/25730",0.0701754385964912,3.63302622754068,4.84826684810887,0.000129886725830251,0.00190528921758867,0.00123274718216805,"Pgr/Sfrp1/Bmp4/Wnt5a/Nupr1/Nr2f2/Nr5a2/Adcyap1/Adamts1/Abcb1b/Mmp14/Runx1",12
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","22/497","468/25730",0.047008547008547,2.43366179985898,4.39279542799202,0.00013105869032754,0.00191619797557324,0.00123980529205619,"Chrm3/Itpr1/Kcnq1/Gnao1/Prkce/Ptger3/Arf6/Stxbp5l/Adcy8/Prf1/Neo1/Adcyap1/Cbln1/Tgfb3/Rab11fip1/Pdx1/Pclo/Rapgef4/Vsnl1/Stxbp4/Tmem167/Psap",22
"GO:0070169","GO:0070169","positive regulation of biomineral tissue development","7/497","59/25730",0.11864406779661,6.14227739317259,5.54964645415458,0.000137760253362493,0.00200110186215518,0.0012947392233317,"Bmpr1a/Osr1/Bmp4/Ano6/Vdr/Cftr/Osr2",7
"GO:0097106","GO:0097106","postsynaptic density organization","7/497","59/25730",0.11864406779661,6.14227739317259,5.54964645415458,0.000137760253362493,0.00200110186215518,0.0012947392233317,"Nlgn1/Grid2/Nrxn3/Arf6/Ntrk3/Cbln1/Itgb3",7
"GO:0090257","GO:0090257","regulation of muscle system process","16/497","283/25730",0.0565371024734982,2.92696105964408,4.5745993645087,0.000138672602803386,0.00200783567942508,0.00129909609166858,"Dmd/Chrm3/Ryr2/Npnt/Kcna1/Ece1/Ehd3/Scn5a/Kcnq1/Pkp2/Ptger3/Gtf2i/Ptk2/Slc9a1/Adra1a/Myh7",16
