"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","8/416","146/25730",0.0547945205479452,3.3890937829294,3.71110407312294,0.00265173510705944,0.0308251805655087,0.0229430214589237,"Prkcd/Uaca/Cpsf6/Anp32b/Frat2/Prkcq/Ptpn11/Cabp1",8
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","11/416","250/25730",0.044,2.72144230769231,3.50623076254485,0.00265377264368585,0.0308251805655087,0.0229430214589237,"Nod2/Smad7/Ptpn6/Fcgr1/Dusp22/P2rx7/Il4/Hspd1/Map3k7/Grb2/Stat5b",11
"GO:0007623","GO:0007623","circadian rhythm","11/416","250/25730",0.044,2.72144230769231,3.50623076254485,0.00265377264368585,0.0308251805655087,0.0229430214589237,"Sik1/Hdac1/Rora/Btrc/Siah2/Dyrk1a/Btbd9/Agrp/Agrn/Crtc1/Relb",11
"GO:0051651","GO:0051651","maintenance of location in cell","10/416","214/25730",0.0467289719626168,2.89023184759166,3.55953606021516,0.00266029438938796,0.0308251805655087,0.0229430214589237,"Uvrag/Cyba/Prkce/Ptpn6/Anxa6/P2rx7/Sorl1/Pde4d/Fkbp1a/P2ry6",10
"GO:0090132","GO:0090132","epithelium migration","7/416","115/25730",0.0608695652173913,3.76484113712375,3.80933926765397,0.00269680449610225,0.0311646765565613,0.0231957065580875,"Kit/Tgfbr2/Prkce/Ppard/Iqsec1/Ptpn11/Il4",7
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","12/416","288/25730",0.0416666666666667,2.5771233974359,3.45035694148255,0.00271092203931802,0.03124428014382,0.0232549550937709,"Fosl2/Vegfa/Kit/Tgfbr2/Nkx2-3/Lef1/Runx1/Trib1/Il4/Zbtb7a/Foxp1/Relb",12
"GO:0002699","GO:0002699","positive regulation of immune effector process","13/416","328/25730",0.0396341463414634,2.45141006097561,3.39133604749326,0.00283111744909876,0.0322537512814306,0.0240062992074945,"Syk/Nod2/Laptm5/Kit/Ptpn6/Fcgr1/P2rx7/Il4/Hspd1/Map3k7/Stat5b/Ddx21/Foxp1",13
"GO:0010506","GO:0010506","regulation of autophagy","13/416","328/25730",0.0396341463414634,2.45141006097561,3.39133604749326,0.00283111744909876,0.0322537512814306,0.0240062992074945,"Uvrag/Syk/Nod2/Btrc/Zdhhc19/Wac/Pptc7/Trim8/Tfeb/Mtdh/Il4/Map3k7/Fkbp8",13
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","9/416","181/25730",0.0497237569060773,3.0754621759456,3.59207080136561,0.00283767933937815,0.0322537512814306,0.0240062992074945,"Tnfrsf13c/Nod2/Cd44/Fcgr1/P2rx7/Prkcq/Il4/Hspd1/Map3k7",9
"GO:0072132","GO:0072132","mesenchyme morphogenesis","5/416","60/25730",0.0833333333333333,5.15424679487179,4.12983513955588,0.00284025739465999,0.0322537512814306,0.0240062992074945,"Notch1/Nos3/Tgfbr2/Lef1/Smad3",5
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","10/416","216/25730",0.0462962962962963,2.86347044159544,3.52563898078791,0.00284414239390473,0.0322537512814306,0.0240062992074945,"Syk/Nod2/Laptm5/Kit/Smad7/P2rx7/Il4/Map3k7/Ddx21/Foxp1",10
"GO:0021702","GO:0021702","cerebellar Purkinje cell differentiation","3/416","18/25730",0.166666666666667,10.3084935897436,5.06437035321723,0.00285821072207032,0.0322537512814306,0.0240062992074945,"Rora/Psap/Cacna1a",3
"GO:0070341","GO:0070341","fat cell proliferation","3/416","18/25730",0.166666666666667,10.3084935897436,5.06437035321723,0.00285821072207032,0.0322537512814306,0.0240062992074945,"Ppard/E2f1/Il4",3
"GO:0090630","GO:0090630","activation of GTPase activity","3/416","18/25730",0.166666666666667,10.3084935897436,5.06437035321723,0.00285821072207032,0.0322537512814306,0.0240062992074945,"Rcc2/Sipa1l1/Apc2",3
"GO:0050790","GO:0050790","regulation of catalytic activity","12/416","290/25730",0.0413793103448276,2.55935013262599,3.42343288344421,0.00286740661068832,0.0322732587796743,0.0240208185369066,"Rcc2/Sipa1l1/Notch1/Rgs1/Trib1/Rfc2/Zfp91/Map3k7/Ksr1/Agrn/Sh3bp1/Apc2",12
"GO:0050852","GO:0050852","T cell receptor signaling pathway","8/416","148/25730",0.0540540540540541,3.34329521829522,3.66495247743981,0.00288362338663787,0.0323714812390879,0.0240939250022292,"Fosl2/Ubash3a/Laptm5/Btrc/Ptpn6/Dusp22/Icosl/Pde4d",8
"GO:0042698","GO:0042698","ovulation cycle","6/416","87/25730",0.0689655172413793,4.26558355437666,3.91123347531172,0.00289209708550387,0.032382496382248,0.0241021235159526,"Notch1/Nos3/Sgpl1/Runx1/Pde4d/Stat5b",6
"GO:0002218","GO:0002218","activation of innate immune response","14/416","369/25730",0.037940379403794,2.3466489472587,3.34012040731439,0.00294508739519018,0.0328906142687647,0.0244803130142831,"Pik3ap1/Syk/Nod2/Cyba/Prkce/Ptpn6/Irf2/P2rx7/Pum1/Dpp8/Hspd1/Zc3hav1/Map3k7/Tnip1",14
"GO:1903532","GO:1903532","positive regulation of secretion by cell","15/416","410/25730",0.0365853658536585,2.26284005628518,3.30435087904284,0.00299216071786573,0.0333302026356074,0.0248074963477961,"Lrp1/Syk/Itsn1/Prkce/Ppard/Runx1/P2rx7/Gck/Prkcq/Frmd4a/Rab2b/Ptpn11/Il4/Osbp/Pdcd6ip",15
"GO:0034332","GO:0034332","adherens junction organization","5/416","61/25730",0.0819672131147541,5.06975094577554,4.07949125225732,0.00305352898930764,0.0338507991830086,0.0251949736484752,"Vegfa/Smad7/Cdh15/Flot1/Specc1l",5
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","6/416","88/25730",0.0681818181818182,4.21711101398601,3.87533424955104,0.00306230297979512,0.0338507991830086,0.0251949736484752,"Pik3ap1/Syk/Nod2/Cyba/Prkce/Map3k7",6
"GO:0002697","GO:0002697","regulation of immune effector process","17/416","494/25730",0.034412955465587,2.12847438492681,3.24655415437299,0.00306239298485802,0.0338507991830086,0.0251949736484752,"Syk/Nod2/Laptm5/Kit/Ncf1/Smad7/Ptpn6/Fcgr1/Dusp22/P2rx7/Il4/Hspd1/Map3k7/Grb2/Stat5b/Ddx21/Foxp1",17
"GO:0001763","GO:0001763","morphogenesis of a branching structure","11/416","255/25730",0.0431372549019608,2.66808069381599,3.43168787862482,0.00308723905786328,0.0340383857349109,0.0253345933427234,"Notch1/Vegfa/Btrc/Tgfbr2/Rere/Cd44/Lef1/Fem1b/Grb2/Clic4/Agtr1b",11
"GO:0032602","GO:0032602","chemokine production","7/416","118/25730",0.0593220338983051,3.66912483702738,3.72533964800272,0.0031147841475918,0.0341677591012481,0.0254308852659379,"Lrp1/Syk/Nod2/Il17ra/Il4/Suz12/Foxp1",7
"GO:0032642","GO:0032642","regulation of chemokine production","7/416","118/25730",0.0593220338983051,3.66912483702738,3.72533964800272,0.0031147841475918,0.0341677591012481,0.0254308852659379,"Lrp1/Syk/Nod2/Il17ra/Il4/Suz12/Foxp1",7
"GO:0030278","GO:0030278","regulation of ossification","8/416","150/25730",0.0533333333333333,3.29871794871795,3.6195849788869,0.00313102248728333,0.0342589346583255,0.0254987467585286,"Notch1/Smad7/Runx2/P2rx7/Smad6/Ptpn11/Smad3/Phospho1",8
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","13/416","333/25730",0.039039039039039,2.4146021021021,3.33075690799455,0.00321981885801525,0.0350534742698768,0.0260901184560617,"Cyba/Prkce/Mcur1/Ptpn6/Disc1/Anxa6/P2rx7/Cacna1a/Pde4d/Fkbp1a/P2ry6/Smdt1/Atp2a3",13
"GO:0035909","GO:0035909","aorta morphogenesis","4/416","38/25730",0.105263157894737,6.51062753036437,4.35784350413572,0.00321985869623811,0.0350534742698768,0.0260901184560617,"Lrp1/Notch1/Tgfbr2/Kat6a",4
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","6/416","89/25730",0.0674157303370786,4.16972774416595,3.8399645591707,0.00323987680726879,0.0350946054160795,0.0261207321541048,"Notch1/Tgfbr2/Dyrk1a/Vgll4/Yy1/Foxp1",6
"GO:0070534","GO:0070534","protein K63-linked ubiquitination","6/416","89/25730",0.0674157303370786,4.16972774416595,3.8399645591707,0.00323987680726879,0.0350946054160795,0.0261207321541048,"Nod2/Btrc/Dusp22/Trim8/Zfp91/Ube2g1",6
"GO:0048640","GO:0048640","negative regulation of developmental growth","7/416","119/25730",0.0588235294117647,3.63829185520362,3.69794783305457,0.00326456292778292,0.0352437873968206,0.0262317675259222,"Men1/Tgfbr2/Socs2/Vgll4/Ttc3/Yy1/Foxp1",7
"GO:0009749","GO:0009749","response to glucose","11/416","257/25730",0.0428015564202335,2.64731741993415,3.40236996394039,0.00327581447856254,0.0352437873968206,0.0262317675259222,"Lrp1/Ncf1/Cyba/Prkce/Ppard/Gck/Smad3/Hmga1/Sidt2/Ncf2/Osbp",11
"GO:0021575","GO:0021575","hindbrain morphogenesis","5/416","62/25730",0.0806451612903226,4.98798076923077,4.03023727808563,0.00327811257138406,0.0352437873968206,0.0262317675259222,"Rora/Rfx4/Psap/Cacna1a/Ptpn11",5
"GO:0009743","GO:0009743","response to carbohydrate","12/416","295/25730",0.0406779661016949,2.51597131681877,3.35709670792283,0.00329089347549477,0.0352934034766462,0.0262686965158993,"Lrp1/Ncf1/Cyba/Prkce/Ppard/Gck/Smad3/Kat7/Hmga1/Sidt2/Ncf2/Osbp",12
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","15/416","415/25730",0.036144578313253,2.23557692307692,3.25298905289836,0.00334935099662643,0.0353534257154219,0.0263133707558219,"Vegfa/Pard3/Trib1/Prkcd/Prkag2/P2rx7/Gck/Zfp91/Il4/P2ry6/Map3k7/Scarb1/Ksr1/Zbtb7a/Agrn",15
"GO:0042063","GO:0042063","gliogenesis","15/416","415/25730",0.036144578313253,2.23557692307692,3.25298905289836,0.00334935099662643,0.0353534257154219,0.0263133707558219,"Lrp1/Hdac1/Notch1/Lef1/Pard3/Runx2/Abcc1/Disc1/Akt2/E2f1/Ptpn11/Grb2/Suz12/Prkch/Tenm4",15
"GO:0032634","GO:0032634","interleukin-5 production","3/416","19/25730",0.157894736842105,9.76594129554656,4.89997207651963,0.00335374931590073,0.0353534257154219,0.0263133707558219,"Lef1/Il17ra/Pde4d",3
"GO:0032674","GO:0032674","regulation of interleukin-5 production","3/416","19/25730",0.157894736842105,9.76594129554656,4.89997207651963,0.00335374931590073,0.0353534257154219,0.0263133707558219,"Lef1/Il17ra/Pde4d",3
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","3/416","19/25730",0.157894736842105,9.76594129554656,4.89997207651963,0.00335374931590073,0.0353534257154219,0.0263133707558219,"Ptpn6/Prkch/Foxp1",3
"GO:0060766","GO:0060766","negative regulation of androgen receptor signaling pathway","3/416","19/25730",0.157894736842105,9.76594129554656,4.89997207651963,0.00335374931590073,0.0353534257154219,0.0263133707558219,"Hdac1/Zbtb7a/Foxp1",3
"GO:1900221","GO:1900221","regulation of amyloid-beta clearance","3/416","19/25730",0.157894736842105,9.76594129554656,4.89997207651963,0.00335374931590073,0.0353534257154219,0.0263133707558219,"Lrp1/Srebf2/Il4",3
"GO:0051047","GO:0051047","positive regulation of secretion","16/416","457/25730",0.0350109409190372,2.16546036020872,3.22258913916118,0.00339436277657667,0.0356105546504646,0.0265047504838939,"Lrp1/Syk/Itsn1/Cyba/Prkce/Ppard/Runx1/P2rx7/Gck/Prkcq/Frmd4a/Rab2b/Ptpn11/Il4/Osbp/Pdcd6ip",16
"GO:0032368","GO:0032368","regulation of lipid transport","8/416","152/25730",0.0526315789473684,3.25531376518219,3.57497660416546,0.00339462020268196,0.0356105546504646,0.0265047504838939,"Lrp1/Syk/Runx1/Srebf2/P2rx7/Akt2/Ptpn11/Yjefn3",8
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","6/416","90/25730",0.0666666666666667,4.12339743589744,3.80511007498373,0.00342501208468346,0.0358423782808763,0.0266772956054356,"Smad7/Tgfbr2/Cd44/Runx1/Prkcq/Il4",6
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","5/416","63/25730",0.0793650793650794,4.90880647130647,3.98203083770281,0.00351434060455514,0.0366709223043956,0.0272939766098134,"Vegfa/Rora/Zfp36l2/E2f1/Smad3",5
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","4/416","39/25730",0.102564102564103,6.34368836291913,4.28115204995172,0.0035427116490703,0.0366709223043956,0.0272939766098134,"Rora/Rere/Psap/Cacna1a",4
"GO:0045023","GO:0045023","G0 to G1 transition","4/416","39/25730",0.102564102564103,6.34368836291913,4.28115204995172,0.0035427116490703,0.0366709223043956,0.0272939766098134,"Dpf1/Bcl7c/Arid1a/Smarce1",4
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","4/416","39/25730",0.102564102564103,6.34368836291913,4.28115204995172,0.0035427116490703,0.0366709223043956,0.0272939766098134,"Ctla2a/Sox12/Cd44/Sh2b3",4
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","13/416","337/25730",0.0385756676557863,2.38594213649852,3.2830747708609,0.00356114605045027,0.0366709223043956,0.0272939766098134,"Rnf220/Lrp1/Hdac1/Notch1/Btrc/Lef1/Siah2/Disc1/Vgll4/Smad3/Apc2/Jade1/Ubac2",13
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","10/416","223/25730",0.0448430493273543,2.77358571921352,3.40998646015764,0.00356899125179155,0.0366709223043956,0.0272939766098134,"Syk/Sox12/Tgfbr2/Lef1/Runx1/Trib1/Arid1a/Il4/Smarce1/Stat5b",10
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","10/416","223/25730",0.0448430493273543,2.77358571921352,3.40998646015764,0.00356899125179155,0.0366709223043956,0.0272939766098134,"Syk/Sox12/Tgfbr2/Lef1/Runx1/Trib1/Arid1a/Il4/Smarce1/Stat5b",10
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","15/416","418/25730",0.0358851674641148,2.21953211262422,3.22252192994607,0.003579986186718,0.0366709223043956,0.0272939766098134,"Vegfa/Pard3/Trib1/Prkcd/Prkag2/P2rx7/Gck/Zfp91/Il4/P2ry6/Map3k7/Scarb1/Ksr1/Zbtb7a/Agrn",15
"GO:0090130","GO:0090130","tissue migration","7/416","121/25730",0.0578512396694215,3.57815479974571,3.64403966922883,0.00358054817502428,0.0366709223043956,0.0272939766098134,"Kit/Tgfbr2/Prkce/Ppard/Iqsec1/Ptpn11/Il4",7
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","6/416","91/25730",0.0659340659340659,4.0780853761623,3.77075701344143,0.00361790309800158,0.0369659035214251,0.0275135295943582,"Dpf1/Anapc15-ps/Bcl7c/Nek6/Arid1a/Smarce1",6
"GO:0032388","GO:0032388","positive regulation of intracellular transport","8/416","154/25730",0.051948051948052,3.21303696303696,3.53110350094819,0.00367511503264405,0.0374619037053953,0.0278826999497523,"Ehd1/Cep131/Prkcd/Uaca/Cpsf6/Anp32b/Prkcq/Sorl1",8
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","5/416","64/25730",0.078125,4.83210637019231,3.93483185387403,0.00376254497828005,0.0380836519815606,0.0283454639556855,"Notch1/Smad7/Lemd2/Smad6/Sorl1",5
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","5/416","64/25730",0.078125,4.83210637019231,3.93483185387403,0.00376254497828005,0.0380836519815606,0.0283454639556855,"Rcc2/Sipa1l1/Rgs1/Sh3bp1/Apc2",5
"GO:0070527","GO:0070527","platelet aggregation","5/416","64/25730",0.078125,4.83210637019231,3.93483185387403,0.00376254497828005,0.0380836519815606,0.0283454639556855,"Syk/Ptpn6/Sh2b3/Prkcd/Prkcq",5
"GO:0034101","GO:0034101","erythrocyte homeostasis","9/416","189/25730",0.0476190476190476,2.94528388278388,3.44090492612239,0.00377770181159623,0.0381477271722405,0.028393154786616,"Alas1/Vegfa/Kit/Sh2b3/Tcf3/Kat7/Hmga1/Zbtb7a/Stat5b",9
"GO:0009746","GO:0009746","response to hexose","11/416","262/25730",0.0419847328244275,2.59679609512625,3.33027745916829,0.00378791707105063,0.0381617193032187,0.0284035690568783,"Lrp1/Ncf1/Cyba/Prkce/Ppard/Gck/Smad3/Hmga1/Sidt2/Ncf2/Osbp",11
"GO:0032970","GO:0032970","regulation of actin filament-based process","15/416","421/25730",0.0356294536817102,2.20371596930386,3.19231183603001,0.00382348870629088,0.0382957704516155,0.0285033426289333,"Lrp1/Prkce/Iqgap2/Pard3/Cotl1/Prkcd/Capzb/Gmfg/Prkcq/Vasp/Pde4d/Smad3/Specc1l/Grb2/Sh3bp1",15
"GO:0070588","GO:0070588","calcium ion transmembrane transport","13/416","340/25730",0.0382352941176471,2.36488970588235,3.24775602629879,0.00383595402984936,0.0382957704516155,0.0285033426289333,"Cyba/Cacng4/Prkce/Mcur1/Ptpn6/P2rx7/Cacna1a/Pde4d/Fkbp1a/P2ry6/Smdt1/Atp2a3/Fbxo11",13
"GO:0010614","GO:0010614","negative regulation of cardiac muscle hypertrophy","4/416","40/25730",0.1,6.18509615384615,4.20709664713374,0.00388686004517005,0.0382957704516155,0.0285033426289333,"Notch1/Yy1/Smad3/Foxp1",4
"GO:0002076","GO:0002076","osteoblast development","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Men1/Runx2/Smad3",3
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Notch1/Nos3/Smad6",3
"GO:0021694","GO:0021694","cerebellar Purkinje cell layer formation","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Rora/Psap/Cacna1a",3
"GO:0032616","GO:0032616","interleukin-13 production","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Lef1/Il17ra/Il4",3
"GO:0032656","GO:0032656","regulation of interleukin-13 production","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Lef1/Il17ra/Il4",3
"GO:0050665","GO:0050665","hydrogen peroxide biosynthetic process","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Ncf1/Cyba/Abcc1",3
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Rcc2/Lrp1/Dusp22",3
"GO:0150118","GO:0150118","negative regulation of cell-substrate junction organization","3/416","20/25730",0.15,9.27764423076923,4.74731934592686,0.0038986901894287,0.0382957704516155,0.0285033426289333,"Rcc2/Lrp1/Dusp22",3
"GO:0002377","GO:0002377","immunoglobulin production","7/416","123/25730",0.0569105691056911,3.51997342088805,3.59126039462386,0.00391928002693075,0.0384107217151807,0.0285889002561174,"Tcf3/Icosl/Yy1/Il4/Hspd1/Lig4/Foxp1",7
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","8/416","156/25730",0.0512820512820513,3.17184418145957,3.48794287357467,0.00397321548958837,0.0388512157149342,0.0289167576474924,"Cyba/Prkce/Ptpn6/P2rx7/Pde4d/Fkbp1a/P2ry6/Fbxo11",8
"GO:0032613","GO:0032613","interleukin-10 production","5/416","65/25730",0.0769230769230769,4.75776627218935,3.88860239242209,0.00402305674049404,0.039126444010022,0.029121608635044,"Syk/Nod2/Pibf1/Il4/Hspd1",5
"GO:0032653","GO:0032653","regulation of interleukin-10 production","5/416","65/25730",0.0769230769230769,4.75776627218935,3.88860239242209,0.00402305674049404,0.039126444010022,0.029121608635044,"Syk/Nod2/Pibf1/Il4/Hspd1",5
"GO:0042593","GO:0042593","glucose homeostasis","13/416","342/25730",0.0380116959064327,2.35105994152047,3.22441666145691,0.00402852095892175,0.039126444010022,0.029121608635044,"Lrp1/Fosl2/Ncf1/Cyba/Prkce/Ppard/Gck/Cacna1a/Ptpn11/Smad3/Hmga1/Sidt2/Osbp",13
"GO:0050764","GO:0050764","regulation of phagocytosis","7/416","124/25730",0.0564516129032258,3.49158653846154,3.56528029379055,0.0040974946868533,0.039618281961029,0.0294876810621069,"Mex3b/Lrp1/Syk/Nod2/Cyba/Fcgr1/Scarb1",7
"GO:0055017","GO:0055017","cardiac muscle tissue growth","7/416","124/25730",0.0564516129032258,3.49158653846154,3.56528029379055,0.0040974946868533,0.039618281961029,0.0294876810621069,"Notch1/Tgfbr2/Dyrk1a/Vgll4/Yy1/Foxp1/Tenm4",7
"GO:0033500","GO:0033500","carbohydrate homeostasis","13/416","343/25730",0.0379008746355685,2.3442055393586,3.2128080565897,0.00412769504685272,0.0397459571494952,0.0295827090403705,"Lrp1/Fosl2/Ncf1/Cyba/Prkce/Ppard/Gck/Cacna1a/Ptpn11/Smad3/Hmga1/Sidt2/Osbp",13
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","8/416","157/25730",0.0509554140127389,3.1516413522783,3.46662288880614,0.00412909180012109,0.0397459571494952,0.0295827090403705,"Tnfrsf13c/Syk/Tgfbr2/Tcf3/Prkcq/Icosl/Il4/Stat5b",8
"GO:0051235","GO:0051235","maintenance of location","10/416","228/25730",0.043859649122807,2.71276147098515,3.33008192964736,0.00417111321529116,0.0399723975975353,0.0297512474872909,"Uvrag/Cyba/Prkce/Ptpn6/Anxa6/P2rx7/Sorl1/Pde4d/Fkbp1a/P2ry6",10
"GO:0060538","GO:0060538","skeletal muscle organ development","10/416","228/25730",0.043859649122807,2.71276147098515,3.33008192964736,0.00417111321529116,0.0399723975975353,0.0297512474872909,"Nr4a1/Notch1/Mef2d/Psma6/Lemd2/Myh15/Ccnt2/Foxp1/Btg2/Usp19",10
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","6/416","94/25730",0.0638297872340425,3.94793371522095,3.67057616665229,0.00424506277164878,0.0402780946218417,0.0299787761914192,"Pik3ap1/Cyba/P2rx7/Pum1/Zc3hav1/Map3k7",6
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","6/416","94/25730",0.0638297872340425,3.94793371522095,3.67057616665229,0.00424506277164878,0.0402780946218417,0.0299787761914192,"Dpf1/Anapc15-ps/Bcl7c/Nek6/Arid1a/Smarce1",6
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","4/416","41/25730",0.0975609756097561,6.03424015009381,4.13551869951889,0.0042529456250722,0.0402780946218417,0.0299787761914192,"Laptm5/Icosl/Il4/Stat5b",4
"GO:0070670","GO:0070670","response to interleukin-4","4/416","41/25730",0.0975609756097561,6.03424015009381,4.13551869951889,0.0042529456250722,0.0402780946218417,0.0299787761914192,"Lef1/Il4/Rpl3/Stat5b",4
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","4/416","41/25730",0.0975609756097561,6.03424015009381,4.13551869951889,0.0042529456250722,0.0402780946218417,0.0299787761914192,"Smad7/Cd44/Runx1/Il4",4
"GO:0048863","GO:0048863","stem cell differentiation","12/416","305/25730",0.039344262295082,2.43348045397226,3.22841194378887,0.00428950546060691,0.0402780946218417,0.0299787761914192,"Men1/Hdac1/Notch1/Kit/Tgfbr2/Runx2/Sh2b3/Mta3/Zfp36l2/Pum1/Mbd3/Phf5a",12
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/416","66/25730",0.0757575757575758,4.6856789044289,3.84330651643624,0.00429620583541625,0.0402780946218417,0.0299787761914192,"Nod2/Smad7/Ptpn6/Dusp22/Il4",5
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","5/416","66/25730",0.0757575757575758,4.6856789044289,3.84330651643624,0.00429620583541625,0.0402780946218417,0.0299787761914192,"Scd1/Scd3/Scd2/Pibf1/Pnpla8",5
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","5/416","66/25730",0.0757575757575758,4.6856789044289,3.84330651643624,0.00429620583541625,0.0402780946218417,0.0299787761914192,"Smad7/Cd44/Flt3/Runx1/Il4",5
"GO:0050435","GO:0050435","amyloid-beta metabolic process","5/416","66/25730",0.0757575757575758,4.6856789044289,3.84330651643624,0.00429620583541625,0.0402780946218417,0.0299787761914192,"Lrp1/Abcc1/Dyrk1a/Sorl1/Gga3",5
"GO:0072089","GO:0072089","stem cell proliferation","8/416","159/25730",0.050314465408805,3.11199806482825,3.42449039855035,0.00445494929080676,0.0414179710170154,0.0308271802596262,"Men1/Notch1/Vegfa/Tgfbr2/Runx2/Kat7/Lig4/Yjefn3",8
"GO:0007492","GO:0007492","endoderm development","6/416","95/25730",0.0631578947368421,3.90637651821862,3.63810097517408,0.00447093134022875,0.0414179710170154,0.0308271802596262,"Hdac1/Notch1/Dusp5/Smad3/Mmp15/Grb2",6
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","6/416","95/25730",0.0631578947368421,3.90637651821862,3.63810097517408,0.00447093134022875,0.0414179710170154,0.0308271802596262,"Syk/Ptpn6/Plaur/Sh2b3/Prkcd/Prkcq",6
"GO:0007219","GO:0007219","Notch signaling pathway","9/416","194/25730",0.0463917525773196,2.86937450436162,3.35041401181985,0.00447892983640533,0.0414179710170154,0.0308271802596262,"Notch1/Nod2/Kit/Tgfbr2/Srebf2/Maml2/Zbtb7a/Yjefn3/Jag2",9
"GO:0048705","GO:0048705","skeletal system morphogenesis","11/416","268/25730",0.041044776119403,2.53865886911596,3.2459454393876,0.00448481954895002,0.0414179710170154,0.0308271802596262,"Men1/Fosl2/Vegfa/Mef2d/Tgfbr2/Sgpl1/Runx2/P2rx7/Smad3/Phospho1/Tiparp",11
"GO:0010737","GO:0010737","protein kinase A signaling","3/416","21/25730",0.142857142857143,8.83585164835165,4.60501438638264,0.00449445358791768,0.0414179710170154,0.0308271802596262,"Aip/Lcp1/Tcp11",3
"GO:0010884","GO:0010884","positive regulation of lipid storage","3/416","21/25730",0.142857142857143,8.83585164835165,4.60501438638264,0.00449445358791768,0.0414179710170154,0.0308271802596262,"Ehd1/Srebf2/Scarb1",3
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","3/416","21/25730",0.142857142857143,8.83585164835165,4.60501438638264,0.00449445358791768,0.0414179710170154,0.0308271802596262,"Lef1/Runx1/Trib1",3
"GO:0006282","GO:0006282","regulation of DNA repair","10/416","231/25730",0.0432900432900433,2.6775308025308,3.28316454940021,0.00456917635196335,0.041932623072531,0.0312102331059341,"Dpf1/Rad52/Bcl7c/Klhl15/Arid1a/Rpa2/Yy1/Kat7/Smarce1/Fus",10
"GO:0034284","GO:0034284","response to monosaccharide","11/416","269/25730",0.0408921933085502,2.52922147555047,3.2321129615407,0.00461027948674847,0.041932623072531,0.0312102331059341,"Lrp1/Ncf1/Cyba/Prkce/Ppard/Gck/Smad3/Hmga1/Sidt2/Ncf2/Osbp",11
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","8/416","160/25730",0.05,3.09254807692308,3.4036727921207,0.00462511307280086,0.041932623072531,0.0312102331059341,"Tnfrsf13c/Syk/Tgfbr2/Tcf3/Prkcq/Icosl/Il4/Stat5b",8
"GO:0008210","GO:0008210","estrogen metabolic process","4/416","42/25730",0.0952380952380952,5.89056776556777,4.06627279473839,0.00464159789824528,0.041932623072531,0.0312102331059341,"Dhrs11/Sgpl1/Tiparp/Ugt1a7c",4
